College ID,College Name,CollegeUrl,Email,Address,Contact No,TPO Name,TPO Number
3212,WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY   ULHASNAGAR,www.watumull.edu,principal@watumull.edu,Plot No.157  C.H.M.Campus  Opp.Ullhasnagar Rilway Station  Ulhasnagar-421003(W),2567670,,
3214,Xavier Institute Of Engineering C/O  Xavier Technical Institute  Mahim  Mumbai,www.xavier.ac.in,office@xavier.ac.in,Opposite S.L.Raheja Hospital   Mahim Causeway   Mahim(W)     Mumbai,24451961,,
3215,Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology    Andheri   Mumbai,www.spit.ac.in,principal@spit.ac.in,Bhavan's Campus   Versova Road   Munshi Nagar   Andheri (West)   Mumbai,26287250,,
3216,Gharda Foundation's Gharda Institute of Technology  Khed   Ratnagiri,www.git-india.edu.in,principal@git-india.edu.in,A & Po. Lavel Tal Khed    Dist. Ratnagiri,262798,,
3217,Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology   Shahapur   Asangaon   Dist Thane,www.jondhleengg.org,vjtsscoe@rediffmail.com,At Asangaon   Tal Shahapur   Opp Railway station   Dist : Thane,273999,,
3218,Aldel Education Trust's St. John College of Engineering & Management   Vevoor   Palghar,www.sjcem.edu.in,office@sjcem.edu.in,St. John Technical Education Complex   Village Vevoor  Manor Road  Palghar (E),297275,,
3219,Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology    Sapgaon   Tal. Shahapur,www.armiet.com,registrar@armiet.com,Sapgaon   Taluka Shahapur  Dist. Thane,40244310,,
3220,Saraswati Education Society   Yadavrao Tasgaonkar College of Engineering and Management   Nasarapur   Chandai   Karjat,www.tasgaonkartech.com,sesytcem@gmail.com,Chandhai   Neral - Kadav Raod   Post Nasrapur   Taluka Karjat   Dist. Raigad,321524,,
3221,Late Shri. Vishnu Waman Thakur Charitable Trust   Viva Institute of Technology   Shirgaon,www.viva-technology.org,principalvit@vivacollege.org,Shirgaon   At. Post Virar   Tal. Vasai. Thane ,7770002544,,
3222,Haji Jamaluddin Thim Trust's Theem College of Engineering   At. Villege Betegaon   Boisar,www.theemcoe.org,info@theemcoe.org,At Village Betegaon  Boisar Chillhar Road    Near Union Park    Boisar(E)   Tal: Palghar  ,284909,,
3223,Mahatma Education Society's Pillai HOC College of Engineering & Technology   Tal. Khalapur. Dist. Raigad,www.phcet.ac.in,pragneshshah@mes.ac.in, Pillai HOCL Educational,,,
,,,,,,,
Campus   Rasayani   Tal. Khalapur. Dist. Raisad-,669000,,,,,,
3224,Leela Education Society   G.V. Acharya Institute of Engineering and Technology   Shelu   Karjat,www.leelaeducationsociety.org,principalgvaiet@yahoo.com,Shelu/Damat Village   (Opp. Shelu Rly Station)   Tal. Karjat. Dist. Raigad,229628,,
3255,Mandar Education Society's Rajaram Shinde  Institute of Engineering and Technology   Pedhambe,www.mandaredusoc.org,mandar.rsiet@gmail.com,Mandar Education Society's   Rajaram Shinde Instt of Engg  Ratnagiri    415603,230003,,
3256,Bharati Vidyapeeth's Institute of Technology   Navi Mumbai,www.iotmumbai.bharatividyapeeth.edu,bvitmumai@yahoo.com,Belpada   C. B. D. SECTOR - 7   OPP. Kharghar Railway Station   Navi Mumbai.,27572434,,
3270,Maratha Mandir's Babasaheb Gawade Institute of Technology   Mumbai,www.mmbgit.org,ajit.parab@mmbgims.com,Maratha Mandir annex  Babasaheb Gawade Chowk    Mumbai    400008,66044100,,
3275,Kala Vidyamandir Institute of Technology (Polytechnic)   Malad(W)   Mumbai,www.kvmt.co.in,kvmitprinicipal@rediffmail.com,MHADA World Bank project   Plot  No. M3   RSC  Gaekwad Nagar   Malad(W)  Mumbai    400095,28440012,,
3277,Shree Shankar Narayan Education Trust  Pravin Patil College of Diploma Engg. & Technology   Bhayinder (E) Western Rly,www.prppolytechnic.com,info@prppolytechnic.com,Navghar  Bhayander(E)   Thane    401105,28044871,,
3279,Institute of Printing Technoloy and Research   Panvel,www.mmpiptr.com,mmpiptr@gmail.com,Plot No. 3   Sector - 11   Balbharati Marg   Khanda Colony   New Panvel   410206,27481677,,
3281,Saraswati Education Society  Saraswati Institute of Technology   Kharghar   Navi Mumbai,www.siot.edu.in,ses.siot.os.09@gmail.com,Plot No.-46/46A   Behind M.S.E.B.Sub Station   Near Utsav Chowk   Sector-5   Kharghar Navi Mumbai Raigad    410210,27743705,,
3351,Bharat College of Engineering   Kanhor   Badlapur(W),www.bharatedu.co.in,info@bharatedu.co.in,Kanhor   Badlapur(w).  Tal- Ambernath. Dist. Thane ,2665001,,
3353,Dilkap Research Institute Of Engineering and Management Studies   At.Mamdapur   Post- Neral   Tal- Karjat    Mumbai,www.driems.in,sumaneducationaltrust@gmail.com,Village At.Mamdapur   Post- Neral   Tal- Karjat    Dist.Raigadh,651806,,
3421,VIVA College of Diploma Engg &Tech.   At. Bolinj   Virar (W) Dist. Thane,www.vivadiploma.org,contact@vivadiploma.org, At. Bolinj   Virar (W) Thane    401303,7888018019,,
3423,Shree L.R. Tiwari College of Engineering   Mira Road   Mumbai,,,,,,
,,,,,,,
,www.slrtce.in,slrtce@rahuleducation.com,Survey no. 267   Near Commisioner's Bungalow  Kanakiya Park  Mira Road (E)Thane,28120144,,,
3436,B.R. Harne College of Engineering & Technology   Karav   Tal-Ambernath.,www.brharnetc.edu.in,jsiddhivinayakf@gmail.com,At.Karav   Post Vangani(w)   Tal. Ambernath   Dist. Thane ,2910190,,
3439,Anjuman-I-Islam's Kalsekar Technical Campus   Panvel,www.aiktc.org,aiktc.newpanvel@gmail.com,Plot No.2   3 Sector - 16   Khandgaon   Thane Naka   Panvel Dist. Raigad ,27481247,,
3440,Metropolitan Institute of Technology & Management   Sukhalwad   Sindhudurg.,www.mitm.ac.in,jbfmumbai@gmail.com,At Village Sukhalwad   Near Sindhudurg Railway Station   Post Oras   Tal. Malvan Dist. Sindhudurg,228553,,
3445,Vishvatmak Jangli Maharaj Ashram Trust's Vishvatmak Om Gurudev College of Engineering   Mohili-Aghai   Shahpur.,www.vishwatmakengg.com,vishwatmakengg@gmail.com,At - Mohili   Post. Aghar   Taluka Shahapur   Dist. Thane,249001,,
3447,G.M.Vedak Institute of Technology   Tala   Raigad.,www.gmvit.com,gmvedakit@gmail.com,At Post Taluka. Tala   Dist. Raigad ,269004,,
3449,S.K.Education Trust   Dr. Manoj A Shete College of Engineering & Technology   Kasara.,www.drmscoet.com,skeducationtrust@yahoo.com,At Post Kasara   Tal. Shahapur   Dist. Thane ,246023,,
3460,Universal College of Engineering  Kaman Dist. Palghar,www.ucoe.edu.in,moses.lopes@universal.edu.in,Kaman Bhiwandi Road   S.N. 146(Part)   Kaman   Vasai,69624580,,
3462,VPM's Maharshi Parshuram College of Engineering   Velneshwar   Ratnagiri.,www.vpmmpcoe.org,info@vpmmpcoe.org,At Post Velneshwar   Hedvai-Guhagar Road   Guhagar  Ratnagiri.,243101,,
3465,Ideal Institute of Technology   Wada   Dist.Thane,www.idealwada.com,idealinstituteoftechnology13@gmail.com,40   Pasheri Village   Pimplaj road   Taluka Wada   Dist.Thane. ,212144,,
3467,Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET)   Khalapur Dist Raigad,www.vishwaniketan.edu.in,mail.vishwaniketan@gmail.com,Survey No. 52 Kumbhivali   On Mumbai-Pune Expressway   Near Khalapur Toll Naka   Tal-Khalapur   Dist- Raigad,274206,,
3471,New Horizon Institute of Technology & Management   Thane,www.nhitm.ac.in,principal@nhitm.ac.in,Anand Nagar   Kavesar   Off. Ghodbunder Road   Thane(W),25971778,,
3475,A. P. Shah Institute of Technology   Thane,www.apsit.edu.in,principal@apsit.org.in,Survey No. 12   Opp. Hypercity Mall   Kasarvadavali   Ghodbunder Road   Thane (W),25973737,,
3477,Chhartrapati Shivaji Maharaj Institute of Technology   Shedung   Panvel,www.csmit.in,csmit.mah@gmail.com,92A/1   Old Mumbai Pune Highway   Near Shedung Toll naka Village Shedung   Panvel   Dist Raigad,Ext.-,,
3503,Indala College Of Engineering   Bapsai Tal.Kalyan,icoe.ac.in,icoekalyan1@gmail.com,Near Hp Gagangiri Petrol Pump   Kalyan-Murbad Road   Bapsai   Taluka Kalyan   Dist Thane ,2973456,,
4004,Government College of Engineering   Chandrapur,www.gcoec.ac.in,gcoechandrapur@gmail.com,Ballarsha Bypass Road  Chandrapur ,230478,,
4005,Laxminarayan Institute of Technology   Nagpur,www.litnagpur.in,rajumankar@gmail.com,L.I.T.Premises   Opposite Bharatnagar   Amravati Road   Nagpur,2561107,,
4007,Lady Amritbai Daga College for Women of Arts   Comm & Sci &  R.Purohit College of H.Sci & H. Sc. Technology   Nagpur,hmct.ladcollege.in/,lad_hmct@yahoo.com,Department of HMCT   L.A.D.  & Smt. R.P.College for Women    Seminary hills   Shankar Nagar  Nagpur ,2512336,,
4022,Government Institute of Hotel Management & Catering Technology   Nagpur,www.gihmctngp.org,principahmct_ngp@hotmail.com,Govt. Polytechnic Campus   Nagpur    440001,2544355,,
4023,Adv.V.R.Manohar Institute of Diploma in Medical Laboratory Technology   Nagpur,www.dmltngp.com,principal_dmltnys@yahoo.com,Electronic Zone  M.I.D.C Nildoh Nagpur,242304,,
4025,Government College of Engineering   Nagpur,www.gcoen.ac.in,office.gcoenagpur@dtemaharashtra.gov.in,Sector-27   Mihan Rehabilitation Colony   Khapari   Nagpur,202012,,
4101,Shree Shivaji Education Society   Dr. Panjabrao Deshmukh Institute of Management Technology & Research   Nagpur,www.pdimtr.ac.in,pdimtrdnc@gmail.com,Dept. of Dhanwate National College   Congress Nagar Opp. Ajni Rly Station  Nagpur    440012,2445356,,
4104,Kavi Kulguru Institute of Technology & Science   Ramtek,www.kits.edu,principal@kits.edu,K. K. Nagar   Ramtek   Nagpur - 441 106  ,255309,,
4105,GES Department Of Management Technology N.M.D.PG College Of Arts   Commerce   Law & Management   Gondia ,www.nmdcgmmba.co.in,dmtr.nmd@rediffmail.com,Ramnagar   Gondia   441614,252682,,
4115,Shri Ramdeobaba College of Engineering and Management   Nagpur,www.rknec.edu,deanadmissions@rknec.edu,Gittikhadan   Katola  Road   Nagpur,2580011,,
4116,Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering   Nagpur,www.ghrce.raisoni.net,principal.ghrce@raisoni.net,C.R.P.F. Gate No.3   Digdoh Hills   Hingna Road   Nagpur ,9604787184,,
4117,G.H. Raisoni Institute of Information Technology,ghriit.raisoni.net,ghriitnag@raisoni.net, 37-39/1   SHRADDHA PART   OFF HINGNA-WADI LINK ROAD   MIDC   NAGPUR   MAHARASHTRa 440028,236102,,
4118,Bapurao Deshmukh College of Engineering   Sevagram,www.bdce.edu.in,princi.bdces@gmail.com,P.O.Sevagram  Dist-Wardha,284378,,
4123,Lokmanya Tilak Jankalyan Shikshan Sanstha   Priyadarshani College of Engineering   Nagpur ,www.pcenagpur.edu.in,mpsingh3712@rediffmail.com,Near CRPF Campus   Hingna Road   Nagpur ,244381,,
4128,Ranibai Agnihotri Institute of Computer Information Technology   Wardha,www.agnihotrigroup.org,raicitprincipal@gmail.com,Bapuji Wadi   Ramnagar Wardha    442001,661111,,
4133,Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering   Nagpur,www.srpce.ac.in,admin@srpce.ac.in,Near Dighori Naka   Umrer Road   Bhadura   Nagpur,663603,,
4134,Guru Nanak Institute of Engineering & Technology  Kalmeshwar   Nagpur,www.gniet.ac.in,gnietnagpur@gmail.com,Khasara No-94  95&164/1  Mauza Dahegaon  Opposite IOC Prtrol Pump  Kalmeshwar   Nagpur,661400,,
4135,Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering &  Technology   Nagpur,www.gwcet.ac.in,gwcet@rediffmail.com,Survey No. 148/149   Salai Godhani   Near Chikna Village   Hudakeshwar Road   Nagpur,2742308,,
4136,Lokmanya Tilak Jankalyan Shikshan Sastha   Priyadarshini J. L. College Of Engineering   Nagpur,www.jlcce.ltjss.net,principaljlcce@gmail.com,846   Nandanvan   Nagpur ,2711505,,
4138,Jaidev Education Society   J D College of Engineering and Management   Nagpur ,www.jdcoem.ac.in,principal@jdcoem.ac.in,At Khandala   Post Vaini Katol Road   Nagpur,2023003,,
4139,Samridhi Sarwajanik Charitable Trust   Jhulelal Institute of Technology   Nagpur,www.jit.org.in,admin@jit.org.in,Kh. No.72   68/1   68/2   68/3   Lonara Dist. Nagpur,2668233,,
4141,Shriram Gram Vikas Shikshan Sanstha   Vilasrao Deshmukh College of Engineering and Technology   Nagpur,www.vdcet.com,vdcoe_ngp@hotmail.com,Sr. No.121   262   At Mouza   Taluka Mauda   Bhandara Road   Nagpur ,281254,,
4142,Ankush Shikshan Sanstha's G. H. Raisoni Institute of Engineering & Technology   Nagpur,www.ghrietn.raisoni.net,ghrietn@raisoni.net,MIDC   Near Facor   Higna Wadi Road   Nagpur ,234501,,
4143,Sanmarg Shikshan Sanstha   Mandukarrao Pandav College of Engineering   Bhandara,WWW.MPCE.ORG.IN,mpce@rediffmail.com,Sr. No.183/1   Billewada   Taluka & Dist Bhandara,71843094,,
4144,Shri. Sai Shikshan Sanstha   Nagpur Institute of Technology   Nagpur,www.nit.edu.in,registrar@nit.edu.in,Sr. No.13/2   Mahurzari   Katol Road   Taluka & Dist Nagpur ,9881711787,,
4145,Wainganga College of Engineering and Management   Dongargaon   Nagpur,www.wcem.in,wcem4145@gmail.com,Dongargoan   Near Gumgaon Railway Station   Post - Gumgaon   Wardha road   Nagpur,203728,,
4146,KDK College of Engineering   Umrer   Nagpur,www.ucoe.org.in,dratulcwaghmare@rediffmail.com,State Highway No.9   Opp. W. C. L.   Umrer Project   Umrer   Nagpur,247317,,
4147,K.D.K. College of Engineering   Nagpur,www.kdkce.edu.in,kdkce4147@gmail.com, Great Nag Road   Nandanvan   Nagpur,2710030,,
4151,Vidarbha Bahu-Uddeshiya Shikshan Sanstha's Tulshiramji Gaikwad Patil College of Engineering & Technology   Nagpur,www.tgpcet.com,vidarbhabuss@yahoo.co.in,Kh. No. 8/1   Mohgaon  Wardha Road  Nagpur ,645410,,
4154,Center for Advance Education  Institute of Management Technology   Katol Road   Nagpur,www.itm.edu,,35 Km Milestone   Mouza Dorli   Katol Road   Nagpur,Ext.-,,
4163,Rajiv Gandhi College of Engineering Research & Technology  Chandrapur,www.rcert.ac.in,principal@rcert.ac.in,Ballarpur Road Babupeth Dist. Chandrapur,225168,,
4165,Gondia Education Society's Manoharbhai Patel Institute of Engineering and Technology   Gondia,www.mietgondia.in,principal_miet@rediffmail.com,Kudwa    Dist. Gondia ,252033,,
4167,Yeshwantrao Chavan College of Engineering  Wanadongri   Nagpur,www.ycce.edu,principal@ycce.edu,Hingna Road   Wanadongri   Nagpur  441110,242919,,
4171,Lokmanya Tilak Jankalyan Shikshan Sanstha's    Priyadarshini Institute of Engineering and Technology   Nagpur,www.piet.ltjss.net,viveknanoti@gmail.com,Mouza Shivangaon    Khasara   1/1A   1909/12C   Near CRPF Campus   Hingna Road   Nagpur,244463,,
4172,Anjuman College of Engineering & Technology   Nagpur,www.anjumanengg.edu.in,eng_acet@rediffmail.com,Mangalwari Bazar Road   Sadar   Nagpur,6604502,,
4174,ST. Vincent Pallotti College of Engineering & Technology   Nagpur,www.stvincentngp.edu.in,info@stvincentngp.edu.in,Gavsi Manapur   Wardha Road    Nagpur,275951,,
4175,JMSS Shri Shankarprasad Agnihotri College of Engineering   Wardha,www.sspace.ac.in,agisspace2007@gmail.com,Agnihotri College Campus   Bapujiwadi   Ramnagar   Wardha ,250007,,
4177,Priyadarshini Bhagwati  College of Engineering   Harpur Nagar   Umred Road  Nagpur,www.bcce.ltjss.net,principalpbcoe@gmail.com,Harpur Nagar   Umrer Road   Nagpur,2710282,,
4178,Rajiv Gandhi College of Engineering & Research   Hingna Road   Nagpur,www.rgcer.edu.in,rgcerngp@gmail.com,Wanadongari   Hingna Road   Nagpur ,9028049155,,
4179,Lokmanya Tilak Jankalyan Shiksan Sanstha   Priyadarshini Indira Gandhi College of Engineering   Nagpur ,www.pice.ltjss.net,pigce.principal@gmail.com,Opp. Lata Mangeshkar Hospital   Hingana Road   Nagpur,232545,,
4180,KDKs Shrimati Rajashri Mulak College of Engineering for Womens   Nagpur,www.srmcew.edu.in,principal_srmcew@yahoo.com,KDK College Campus   Great Nag Road   Nandanvan   Nagpur ,2714750,,
4181,Sarvasiddhanta Education Soc's Nuva College of Engineering and Technology   Nagpur,www.nuvaedu.com,infonuva@gmail.com,146  149  150 & 153  Nagpur Katol Highway   Khapri(Kothe)  Tal.Kalmeshwar   Nagpur,661105,,
4184,Om Arunodaya Bahuuddeshiya Khadi Garmudyog Vikas Sanstha's Om College of Engineering   Inzapur   Wardha(Closed A.Y. 2018-19),www.omcoe.com,glpworld@rediffmail.com,Lloyd Steel Industrial Limited   Hinganghat Road    Inzapur   Wardha ,285252,,
4185,Shree Bapuraoji Deshmukh Foundation   Suresh Deshmukh College of Engineering   Selukate   Wardha,www.sdce.edu.in,princi.sdces@gmail.com,Selukate   Survey No. 161   Mauje Selu Kate   Dist. Wardha ,282533,,
4186,Datta Meghe Institute of Medical Science's Datta Meghe Institute of Engineering & Technology & Research   Savangi (Meghe),www.dmietr.edu.in,principal_dmietr@yahoo.com,Wardha Yavatmal Road Wardha,287894,,
4187,Dr. Babasaheb Ambedkar College of Engineering and Research   Wanadongri   Nagpur,www.svsscer.edu.in,svssngp@gmail.com,Wanhadongri   Hingna Road   Nagpur ,242406,,
4188,Krushi Jivan Vikas Pratishthan   Ballarpur Institute of Technology   Mouza Bamni,www.bitedu.co.in,bit.ballarpur@gmail.com,Bamani   Rajapura Road   Tal. Ballarpur. Chandrapur,7720079166,,
4189,Sardar Patel Memorial Society's Namdevrao Poreddiwar College of Engineering and Technology   Gadchiroli,www.npcet.ac.in,principal.ncet@gmail.com,At Mouza Boldi   Dhanopra Road   Tal & Dist. Gadchiroli,237861,,
4190,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology   Badravati,,,,,,
,,,,,,,
,www.sscet.in,mdyergude@yahoo.com,Near Village Lonara   Nagpur Road   Badravati Dist. Chandrapur ,230723,,,
4192,Maitraya Education Society   Nagarjuna Institute of Engineering Technology & Management   Nagpur,,,,,,
,www.nietm.in,maitrey.ngp@gmail.com,Khasara No. 27   32-B   At Satnavari   Amravati Road   Nagpur ,322212,,,
4193,K.D.M. Education Society   Vidharbha Institute of Technology  Umred Road   Nagpur,www.vitnagpur.com,kdmsociety@gmail.com,Gram UTI   Umred Road   Nagpur,Ext.-,,
4194,Nav Disha Education Soc   Acharya Vinoba Bhave Institute of Technology   Mauza-Pawnar  Wardha,www.abvit.org,avbit2008@rediffmail.com,At Post Pavanar   Dist. Wardha,93733950,,
4195,Vidharbha Bahu uddeshiya Shikshan Sanstha's Abha Gaikwad – Patil College of Engineering   Nagpur,www.agpce.com,vidarbhabuss@yahoo.co.in,Khasara No.8/1   Mohgaon   Wardha Road   Tal. & Dist. Nagpur,645412,,
4196,Gurunanak Educational Society's Gurunanak Institute of Technology   Nagpur,www.gniem.ac.in,gniemnagpur@gmail.com,Dahegaon   Kalmeshwar Road   Nagpur,661450,,
4197,Jai Mahakali Shikshan Sanstha   Agnihotri College of Engineering   Sindhi(Meghe),,,,,,
,,,,,,,
,www.agnihotrigroup.org,ajayshelke.000@rediffmail.com,Nagthana Road   Near Bypass Highway Road   Sindhi (Meghe). Wardha ,250152,,,
4210,Shree Tuljabhavani Sevabhavi Saikshanik & Samajik Sanstha   Hi-Tech College of Pharmacy   Morwa   Chandrapur,www.htcop.co.in,hitechcops09@rediffmail.com,Survey No.148/1   148/4   Nagpur Highway Morwa   Chandrapur,645441,,
4219,Yugantar Education Society's Shri Balasaheb Tirpude College of Hotel Management & Catering Technology  Nagpur,www.tirpudehmct.org,tirpudehmct@gmail.com,Shri Nasikraoji Tirpude Marg  Civil Lines   Sadar   Nagpur,2550695,,
4235,Jai Mahakali Shikshan Sanstha's Agnihotri School of Technology   Ramnagar   Wardha,www.astwardha.in,ast695@rediffmail.com,Ramnagar   Wardha    442001,252888,,
4252,Late Madhukarrao Deshmukh Education Soceity's Avdhoot Diploma College Of Engineering   Mouza   Bhojapur,lmdes.org.in,avdootpoly@rediffmal.com,Mauza Bhojapur   P.H. No.115   Sur. No.6   Kuhi   Nagpur 400001,220021,,
4254,Krushna Sahayogi Tantra Shikshan Sanstha   Chatrapati Shivaji Institute Of Technology   Deori   Gondia,www.kstsscsit.org,kstsscsit@rediffmail.com,Shivaji Campus  At.Post.Th.Deori(Chichgadh Road) Gondia    441901,225631,,
4260,Sikh Education Society's Gurunanak Technical Institute of Pharmacy   Nagpur,www.gntinagpur,gnti1983@yahoo.com,Mauza Nari   Near Dixit Nagar   Kh. No. 81/1   C.P. Foundry  Pili Nadi Nagpur    440026,2633854,,
4278,Young Engineers Education Society's Maharashtra Institute Of Pharmacy   Betada   Bramhapuri   Chandrapur,www.mipharma.edu.in,principalmip@gmail.com,At-Chaughan Phata   Armari Road   (Betala) Po- Kinhi   Tal- Bramhapuri   Chandrapur ,279085,,
4285, V M Institute of Engineering and Technology   Dongargaon   Nagpur,www.vmit.org.in,vmietnag@gmail.com,Dhutte village    Near Dongargaon   Wardha Road   Nagpur,6650243,,
4301,ITM College of Engineering   Nagpur,www.itmnagpur.ac.in,prasadv@itmnagpur.ac.in,Near Madhi Mandir   Ghorpad Road   Kamptee   Dist-Nagpur,7109270273,,
4302,Gondia Education Society's Manoharbhai Patel Institute Of Engineering & Technology   Shahapur   Bhandara ,www.mietbhandara.ac.in,principalmietb@rediffmail.com,N.H.6 Shahapur  Bhandara,9975591177,,
4303,Vidya Niketan Institute of Engineering and Technology   Nagpur,www.vniet.org,principal@vniet.org,At. Post : Gondkheri. Tah.: Kalmeshwar   Dist.: Nagpur,277088,,
4304,Cummins College of Engineering For Women   Sukhali (Gupchup)   Tal. Hingna Hingna Nagpur,www.cumminscollege.edu.in,office@cumminscollege.edu.in,Mouje Sukhali (Gupchup)   Tal. Hingna  Dist. Nagpur,96576670,,
4305,G.H.Raisoni Academy of Engineering & Technology   Nagpur,www.ghraet.raisoni.net,ghraetnag@raisoni.net,Shraddha Park   Off Hingna-Wadi Link Road   Nagpur,237688,,
4319,Indian Instiutute of Fire Engineering   Nagpur,www.firecollegenagpur.in,fireinstitute96@gmail.com,Makardhokda Katol Road  Near VeerChakra Colony   Nagpur  440013,2574129,,
4598,Maharashtra Shikshan Prasarak Mandals  Sommaya Diploma In Engineering   Wadgaon Dist Chandrapur,www.somayyapolytechnic.com,somayyamspm@gmail.com,Wadgaon Dist Chandrapur   442402,271232,,
4604,Gramin Vikas Multipurpose Education Society  Prabhat Diploma College of Engineering   Mouza Rui   Ta- Bramhapuri   Chandrapur,www.gvmes.org.in,prabhatpolytechnic@gmail.com,Gut No. 90   102   Mouza Rui   Ta- Bramhapuri   Dist-Chandrapur ,230168,,
4612,Navneet Bahuuddeshya Sanstha   Kinkar Institute Of Technology  Seloo  Dist.Wardha,www.kitseloo.org,principal.kit4612@gmail.com,Rehnki Road  Seloo  Dist.Wardha ,220240,,
4613,Suryodaya College of Engineering & Technology   Nagpur,,,,,,
,,,,,,,
,www.scetngp.com,scetngp@gmail.com,Survey No. 117/1 & 117/3 A   Vihirgaon   Nagpur ,276282,,,
4645,Maharashtra College of Engineering   Betada   Brahmapuri,www.yees.edu.cin,parag.pise1999@gmail.com,Choughan Phata   Armori Road   (Betada)   Tal.Bramhapuri   Dist.Chandrapur.,Ext.-,,
4648,R.V. Parankar College of Engineering & Technology   Arvi   Dist Wardha,,raviparnkar@gmail.com,Survey No. 11611   Mauza - Sarangpuri   Talao Road   Darankikar Wadi   Taluka Arvi   Dist Wardha.,Ext.-,,
4649,Bajaj Institute of Technology   Wardha,www.bit.shikshamandal.org,shikshamandal@gmail.com,Arvi Road   in Front of Ramkrishna Bajaj Agriculture College   Pipri   Wardha ,255770,,
4653,ANJANYA POLYTECHNIC COLLEGE   Tumsar,www.anjaneyapoly.com,ashish.kachare@gmail.com,AT Post khairlanji (Shora Road ) Tq Tumsar Dist Bhandara,233630,,
5003,University Institute  of Chemical Technology   North Maharashtra University   Jalgaon  ,www.nmu.ac.in,jbnaik@nmu.ac.in,P.B.No. 80   Umavinagar   Jalgaon,2257441,,
5004,Government College of Engineering   Jalgaon,www.gcoej.ac.in,princoej@rediffmail.com,Opp.Govt  I.T. I. National Highway No-6   Jalgaon ,2281522,,
5013,Mahatma Gandhi Taluka Shikshan Mandal's Sharadchandrika S. Patil Inst of Technology   Chopda,,dpharmacychopda@gmail.com,CHOPDA Jalgaon    425107,220500,,
5103,Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering  Dhule,www.ssvpsengg.ac.in,princi.ssvps@gmail.com,SSVP Sansthas B S Deore College of Engineering   M.B.A.Department   Dhule,272713,,
5104,Shramsadhana Bombay Trust   College of Engineering & Technology   Jalgaon ,www.sscoetjalgaon.ac.in,sscoetjal@gmail.com,Bambori   Dharangaon    Jalgaon ,2258393,,
5105,G.H. Raisoni Institute of Engineering and Management   Jalgaon,www.raisoni.net,prabhakar.bhat@raisoni.net,Gat No. 57/1   Shirsoli Road   At. Post- Mohadi Tal. & Dist. Jalgaon   ,2264881,,
5106,K. C. E. Societys College of Engineering and Information Technology   Jalgaon ,www.coeit.kces.in,coeit.inquiry@gmail.com,C.S. No. 7480 and 7323   Behind D.I.C.   N.H.No.6    IMR Campus   Jilha Path   Jalgaon,2242025,,
5107,Shri Gulabrao Deokar College of Engineering   Jalgaon,www.sgdcoejalgaon.org,principal@sgdcoejalgaon.org,Gat No. 56    P.B. NO. 113   Shirsoli Road   Jalgaon ,2264871,,
5108,Nashik District Maratha Vidya Prasarak Samaj's Karmaveer Adv.Babaurao Ganpatrao Thakare College of Engineering   Nashik,www.kbtcoe.org,principal@kbtcoe.org,Udoji Maratha Boarding Campus   Near Pumping Station   Gangapur Road   Nashik,2571439,,
5109,Sandip Foundation   Sandip Institute of Technology and Research Centre   Mahiravani   Nashik,www.sandipfoundation.org,principal@sitrc.org,At Post mahiravani   Trimbak Road Dist Nashik,222551,,
5113,Nashik District Maratha Vidya Prasarak Samaj's Institute of Management Research & Technology   Nashik,www.imrt.ac.in,imrt_mba@yahoo.co.in,M. V. P. Campus   Gangapur Road   Shivaji Nagar   Nasik  422002,2571650,,
5121,K. K. Wagh Institute of Engineering Education and Research   Nashik,www.engg.kkwagh.edu.in,kkwieer@kkwagh.edu.in,Hirabai Haridas Vidyanagari   Amrut Dham    Panchawati   Nashik,2512876,,
5124,Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch   Babulgaon ,www.sndcoe.ac.in,sndcoe.principal@gmail.com,At. Post Babulgaon   Tal Yeola   Nashik,225012,,
5125,Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology   Chincholi Dist. Nashik,www.svitnashik.in,svit.nashik@pravara.in,At / Po Chincholi   Tal. Sinnar   Nashik,271278,,
5130,Brahma Valley College of Engineering & Research   Trimbakeshwar   Nashik,www.brahmavalley.com,princi.bvcoe@gmail.com,Anjaneri Village   Trimbakeshwar   Dist.Nashik 422103,220202,,
5139,Pravara Rural College of Engineering   Loni   Pravaranagar   Ahmednagar.,www.pravaraengg.org.in,principal@pravaraengg.org.in, A/P.Loni   Tal.Rahata  Dist.Ahmednagar ,273204,,
5151,MET Bhujbal Knowledge City MET League's Engineering College   Adgaon   Nashik.,www.metbhujbalknowledgecity.ac.in,vpwani@gmail.com,Bhujbal Knowledge City    MET's Institute Of Engineering   Adgaon   Nashik,2303515,,
